layer	0	epoch	19	-72.45383201	72.45383201	layer	1	epoch	19	-132.8041177	132.8041177	layer	2	epoch	19	-48.96809493	48.96809493
layer	0	epoch	20	-72.25668453	72.25668453	layer	1	epoch	20	-132.6421127	132.6421127	layer	2	epoch	20	-48.83242732	48.83242732
layer	0	epoch	21	-72.15507857	72.15507857	layer	1	epoch	21	-132.4844239	132.4844239	layer	2	epoch	21	-48.73819635	48.73819635
layer	0	epoch	22	-72.00945139	72.00945139	layer	1	epoch	22	-132.3242521	132.3242521	layer	2	epoch	22	-48.64410413	48.64410413
layer	0	epoch	23	-71.82819014	71.82819014	layer	1	epoch	23	-132.1562243	132.1562243	layer	2	epoch	23	-48.55167076	48.55167076
layer	0	epoch	24	-71.7195414	71.7195414	layer	1	epoch	24	-132.0423478	132.0423478	layer	2	epoch	24	-48.46862429	48.46862429
layer	0	epoch	25	-71.5745915	71.5745915	layer	1	epoch	25	-131.9214181	131.9214181	layer	2	epoch	25	-48.371192	48.371192
layer	0	epoch	26	-71.44721721	71.44721721	layer	1	epoch	26	-131.8055154	131.8055154	layer	2	epoch	26	-48.31885809	48.31885809
layer	0	epoch	27	-71.35881374	71.35881374	layer	1	epoch	27	-131.7193162	131.7193162	layer	2	epoch	27	-48.24079926	48.24079926
layer	0	epoch	28	-71.23837411	71.23837411	layer	1	epoch	28	-131.6248079	131.6248079	layer	2	epoch	28	-48.17285981	48.17285981
layer	0	epoch	29	-71.1602409	71.1602409	layer	1	epoch	29	-131.5118052	131.5118052	layer	2	epoch	29	-48.08677841	48.08677841
layer	0	epoch	30	-71.01037379	71.01037379	layer	1	epoch	30	-131.4450286	131.4450286	layer	2	epoch	30	-48.05083874	48.05083874
layer	0	epoch	31	-70.95362099	70.95362099	layer	1	epoch	31	-131.3701558	131.3701558	layer	2	epoch	31	-47.98642882	47.98642882
layer	0	epoch	32	-70.8497357	70.8497357	layer	1	epoch	32	-131.3093375	131.3093375	layer	2	epoch	32	-47.93580375	47.93580375
layer	0	epoch	33	-70.78579133	70.78579133	layer	1	epoch	33	-131.2206852	131.2206852	layer	2	epoch	33	-47.88600128	47.88600128
layer	0	epoch	34	-70.70659963	70.70659963	layer	1	epoch	34	-131.1665229	131.1665229	layer	2	epoch	34	-47.83738493	47.83738493
layer	0	epoch	35	-70.61484231	70.61484231	layer	1	epoch	35	-131.1131723	131.1131723	layer	2	epoch	35	-47.77872912	47.77872912
layer	0	epoch	36	-70.54244851	70.54244851	layer	1	epoch	36	-131.0093944	131.0093944	layer	2	epoch	36	-47.73073314	47.73073314
layer	0	epoch	37	-70.45948792	70.45948792	layer	1	epoch	37	-131.0155632	131.0155632	layer	2	epoch	37	-47.69797879	47.69797879
layer	0	epoch	38	-70.39617421	70.39617421	layer	1	epoch	38	-130.956108	130.956108	layer	2	epoch	38	-47.65498093	47.65498093
layer	0	epoch	39	-70.32898926	70.32898926	layer	1	epoch	39	-130.9032027	130.9032027	layer	2	epoch	39	-47.60188485	47.60188485
layer	0	epoch	40	-70.24189474	70.24189474	layer	1	epoch	40	-130.8201746	130.8201746	layer	2	epoch	40	-47.56385316	47.56385316
layer	0	epoch	41	-70.16226898	70.16226898	layer	1	epoch	41	-130.8087189	130.8087189	layer	2	epoch	41	-47.52562483	47.52562483
layer	0	epoch	42	-70.10030588	70.10030588	layer	1	epoch	42	-130.7580838	130.7580838	layer	2	epoch	42	-47.47490527	47.47490527
layer	0	epoch	43	-70.06909478	70.06909478	layer	1	epoch	43	-130.693618	130.693618	layer	2	epoch	43	-47.45410526	47.45410526
layer	0	epoch	44	-70.00731776	70.00731776	layer	1	epoch	44	-130.6641362	130.6641362	layer	2	epoch	44	-47.41976656	47.41976656
layer	0	epoch	45	-69.98062042	69.98062042	layer	1	epoch	45	-130.6278786	130.6278786	layer	2	epoch	45	-47.36519297	47.36519297
layer	0	epoch	46	-69.89921824	69.89921824	layer	1	epoch	46	-130.6084375	130.6084375	layer	2	epoch	46	-47.36379353	47.36379353
layer	0	epoch	47	-69.83468047	69.83468047	layer	1	epoch	47	-130.5804274	130.5804274		2	epoch	47	-47.31763011	47.31763011
layer	0	epoch	48	-69.78211228	69.78211228	layer	1	epoch	48	-130.5614084	130.5614084	layer	2	epoch	48	-47.29836038	47.29836038
layer	0	epoch	49	-69.73627092	69.73627092	layer	1	epoch	49	-130.5117574	130.5117574	layer	2	epoch	49	-47.28452978	47.28452978
layer	0	epoch	50	-69.70708549	69.70708549	layer	1	epoch	50	-130.4939482	130.4939482	layer	2	epoch	50	-47.23037828	47.23037828
layer	0	epoch	51	-69.70086756	69.70086756	layer	1	epoch	51	-130.4689942	130.4689942	layer	2	epoch	51	-47.2035343	47.2035343
layer	0	epoch	52	-69.62936547	69.62936547	layer	1	epoch	52	-130.4386821	130.4386821	layer	2	epoch	52	-47.20095591	47.20095591
layer	0	epoch	53	-69.56668502	69.56668502	layer	1	epoch	53	-130.4138325	130.4138325	layer	2	epoch	53	-47.1775377	47.1775377
layer	0	epoch	54	-69.54254664	69.54254664	layer	1	epoch	54	-130.4022847	130.4022847	layer	2	epoch	54	-47.14778259	47.14778259
layer	0	epoch	55	-69.48579137	69.48579137	layer	1	epoch	55	-130.3285593	130.3285593	layer	2	epoch	55	-47.10719778	47.10719778
layer	0	epoch	56	-69.46049799	69.46049799	layer	1	epoch	56	-130.3392933	130.3392933	layer	2	epoch	56	-47.12496176	47.12496176
layer	0	epoch	57	-69.44538273	69.44538273	layer	1	epoch	57	-130.3310188	130.3310188	layer	2	epoch	57	-47.09168908	47.09168908
layer	0	epoch	58	-69.39687419	69.39687419	layer	1	epoch	58	-130.3217027	130.3217027	layer	2	epoch	58	-47.05048539	47.05048539
layer	0	epoch	59	-69.36405528	69.36405528	layer	1	epoch	59	-130.2760007	130.2760007	layer	2	epoch	59	-47.03385019	47.03385019
layer	0	epoch	60	-69.34247315	69.34247315	layer	1	epoch	60	-130.2913635	130.2913635	layer	2	epoch	60	-46.99201393	46.99201393
layer	0	epoch	61	-69.29500893	69.29500893	layer	1	epoch	61	-130.2557998	130.2557998	layer	2	epoch	61	-46.97042156	46.97042156
layer	0	epoch	62	-69.25780612	69.25780612	layer	1	epoch	62	-130.2240334	130.2240334	layer	2	epoch	62	-46.97094888	46.97094888
layer	0	epoch	63	-69.2306048	69.2306048	layer	1	epoch	63	-130.1997196	130.1997196	layer	2	epoch	63	-46.94769943	46.94769943
layer	0	epoch	64	-69.2239238	69.2239238	layer	1	epoch	64	-130.1927077	130.1927077	layer	2	epoch	64	-46.92155178	46.92155178
layer	0	epoch	65	-69.18902697	69.18902697	layer	1	epoch	65	-130.1862196	130.1862196	layer	2	epoch	65	-46.93898529	46.93898529
layer	0	epoch	66	-69.16302967	69.16302967	layer	1	epoch	66	-130.1810652	130.1810652	layer	2	epoch	66	-46.90832977	46.90832977
layer	0	epoch	67	-69.13252921	69.13252921	layer	1	epoch	67	-130.1086362	130.1086362	layer	2	epoch	67	-46.8667674	46.8667674
layer	0	epoch	68	-69.08792534	69.08792534	layer	1	epoch	68	-130.1187402	130.1187402	layer	2	epoch	68	-46.87204974	46.87204974
layer	0	epoch	69	-69.08399965	69.08399965	layer	1	epoch	69	-130.1226494	130.1226494	layer	2	epoch	69	-46.84452948	46.84452948
layer	0	epoch	70	-69.02608704	69.02608704	layer	1	epoch	70	-130.1061597	130.1061597	layer	2	epoch	70	-46.8169292	46.8169292
layer	0	epoch	71	-69.02962067	69.02962067	layer	1	epoch	71	-130.1093859	130.1093859	layer	2	epoch	71	-46.80854017	46.80854017
layer	0	epoch	72	-68.99683783	68.99683783	layer	1	epoch	72	-130.0795463	130.0795463	layer	2	epoch	72	-46.79708459	46.79708459
layer	0	epoch	73	-69.0007969	69.0007969	layer	1	epoch	73	-130.052106	130.052106	layer	2	epoch	73	-46.75892581	46.75892581
layer	0	epoch	74	-68.95839938	68.95839938	layer	1	epoch	74	-130.0274119	130.0274119	layer	2	epoch	74	-46.76735317	46.76735317
layer	0	epoch	75	-68.91707413	68.91707413	layer	1	epoch	75	-130.0389081	130.0389081	layer	2	epoch	75	-46.74875936	46.74875936
layer	0	epoch	76	-68.92364041	68.92364041	layer	1	epoch	76	-130.0313037	130.0313037	layer	2	epoch	76	-46.75923231	46.75923231
layer	0	epoch	77	-68.92219344	68.92219344	layer	1	epoch	77	-130.0184156	130.0184156	layer	2	epoch	77	-46.74530247	46.74530247
layer	0	epoch	78	-68.8461385	68.8461385	layer	1	epoch	78	-130.0228334	130.0228334	layer	2	epoch	78	-46.7076005	46.7076005
layer	0	epoch	79	-68.84208094	68.84208094	layer	1	epoch	79	-129.9952705	129.9952705	layer	2	epoch	79	-46.70180677	46.70180677
layer	0	epoch	80	-68.81792113	68.81792113	layer	1	epoch	80	-129.9794588	129.9794588	layer	2	epoch	80	-46.69073657	46.69073657
layer	0	epoch	81	-68.83796107	68.83796107	layer	1	epoch	81	-129.9845567	129.9845567	layer	2	epoch	81	-46.66043865	46.66043865
layer	0	epoch	82	-68.80102335	68.80102335	layer	1	epoch	82	-129.9608112	129.9608112	layer	2	epoch	82	-46.6747423	46.6747423
layer	0	epoch	83	-68.77030547	68.77030547	layer	1	epoch	83	-129.9474154	129.9474154	layer	2	epoch	83	-46.63528258	46.63528258
layer	0	epoch	84	-68.79754266	68.79754266	layer	1	epoch	84	-129.9434442	129.9434442	layer	2	epoch	84	-46.64193696	46.64193696
layer	0	epoch	85	-68.76213912	68.76213912	layer	1	epoch	85	-129.940676	129.940676	layer	2	epoch	85	-46.63324811	46.63324811
layer	0	epoch	86	-68.72570681	68.72570681	layer	1	epoch	86	-129.9378806	129.9378806	layer	2	epoch	86	-46.6352154	46.6352154
layer	0	epoch	87	-68.73053002	68.73053002	layer	1	epoch	87	-129.9099325	129.9099325	layer	2	epoch	87	-46.62671123	46.62671123
layer	0	epoch	88	-68.69602669	68.69602669	layer	1	epoch	88	-129.923087	129.923087	layer	2	epoch	88	-46.61627985	46.61627985
layer	0	epoch	89	-68.67975995	68.67975995	layer	1	epoch	89	-129.8992785	129.8992785	layer	2	epoch	89	-46.57207395	46.57207395
layer	0	epoch	90	-68.68297936	68.68297936	layer	1	epoch	90	-129.8754977	129.8754977	layer	2	epoch	90	-46.56748981	46.56748981
layer	0	epoch	91	-68.65727201	68.65727201	layer	1	epoch	91	-129.897196	129.897196	layer	2	epoch	91	-46.56143635	46.56143635
layer	0	epoch	92	-68.64039985	68.64039985	layer	1	epoch	92	-129.8841619	129.8841619	layer	2	epoch	92	-46.57302108	46.57302108
layer	0	epoch	93	-68.62053735	68.62053735	layer	1	epoch	93	-129.8720701	129.8720701	layer	2	epoch	93	-46.55192607	46.55192607
layer	0	epoch	94	-68.58211534	68.58211534	layer	1	epoch	94	-129.855432	129.855432	layer	2	epoch	94	-46.53252118	46.53252118
layer	0	epoch	95	-68.57691463	68.57691463	layer	1	epoch	95	-129.8431318	129.8431318	layer	2	epoch	95	-46.54092411	46.54092411
layer	0	epoch	96	-68.54585723	68.54585723	layer	1	epoch	96	-129.8661021	129.8661021	layer	2	epoch	96	-46.51722314	46.51722314
layer	0	epoch	97	-68.58116804	68.58116804	layer	1	epoch	97	-129.8527159	129.8527159	layer	2	epoch	97	-46.51196908	46.51196908
layer	0	epoch	98	-68.52056277	68.52056277	layer	1	epoch	98	-129.844025	129.844025	layer	2	epoch	98	-46.52219218	46.52219218
layer	0	epoch	99	-68.52411975	68.52411975	layer	1	epoch	99	-129.8093332	129.8093332	layer	2	epoch	99	-46.51107964	46.51107964
												layer					
